Gender,Age Range,Skin Type,Skin Concern,Skin Sensitivity,Allergic Issue,Recommended Products
Male,Under 18,Simple,Other,Mild Sensitivity,Rosacea,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Male,Under 18,Simple,Other,Mild Sensitivity,Hives,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Male,Under 18,Simple,Other,Severe Sensitivity,Contact Dermatitis,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Male,Under 18,Simple,Other,Severe Sensitivity,Eczema,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Male,Under 18,Simple,Other,Severe Sensitivity,Rosacea,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Male,Under 18,Simple,Other,Severe Sensitivity,Hives,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Male,Under 18,Simple,Other,Moderate Sensitivity,Contact Dermatitis,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Male,Under 18,Simple,Other,Moderate Sensitivity,Eczema,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Male,Under 18,Simple,Other,Moderate Sensitivity,Rosacea,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Male,Under 18,Simple,Other,Moderate Sensitivity,Hives,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Male,Above 18,Dry,Rosacea,Mild Sensitivity,Contact Dermatitis,"Cleanser: CeraVe Hydrating Cleanser (AM & PM daily), Moisturizer: CeraVe Moisturizing Cream (AM & PM daily), Sunscreen: La Roche-Posay Anthelios Melt-in Milk Sunscreen SPF 60 (AM daily)"
Male,Above 18,Dry,Rosacea,Mild Sensitivity,Eczema,"Cleanser: CeraVe Hydrating Cleanser (AM & PM daily), Moisturizer: CeraVe Moisturizing Cream (AM & PM daily), Sunscreen: La Roche-Posay Anthelios Melt-in Milk Sunscreen SPF 60 (AM daily)"
Male,Above 18,Dry,Rosacea,Mild Sensitivity,Rosacea,"Cleanser: CeraVe Hydrating Cleanser (AM & PM daily), Moisturizer: CeraVe Moisturizing Cream (AM & PM daily), Sunscreen: La Roche-Posay Anthelios Melt-in Milk Sunscreen SPF 60 (AM daily)"
Male,Above 18,Dry,Rosacea,Mild Sensitivity,Hives,"Cleanser: CeraVe Hydrating Cleanser (AM & PM daily), Moisturizer: CeraVe Moisturizing Cream (AM & PM daily), Sunscreen: La Roche-Posay Anthelios Melt-in Milk Sunscreen SPF 60 (AM daily)"
Male,Above 18,Dry,Rosacea,Severe Sensitivity,Contact Dermatitis,"Cleanser: CeraVe Hydrating Cleanser (AM & PM daily), Moisturizer: CeraVe Moisturizing Cream (AM & PM daily), Sunscreen: La Roche-Posay Anthelios Melt-in Milk Sunscreen SPF 60 (AM daily)"
Male,Above 18,Dry,Rosacea,Severe Sensitivity,Eczema,"Cleanser: CeraVe Hydrating Cleanser (AM & PM daily), Moisturizer: CeraVe Moisturizing Cream (AM & PM daily), Sunscreen: La Roche-Posay Anthelios Melt-in Milk Sunscreen SPF 60 (AM daily)"
Male,Above 18,Dry,Rosacea,Severe Sensitivity,Rosacea,"Cleanser: CeraVe Hydrating Cleanser (AM & PM daily), Moisturizer: CeraVe Moisturizing Cream (AM & PM daily), Sunscreen: La Roche-Posay Anthelios Melt-in Milk Sunscreen SPF 60 (AM daily)"
Male,Above 18,Dry,Rosacea,Severe Sensitivity,Hives,"Cleanser: CeraVe Hydrating Cleanser (AM & PM daily), Moisturizer: CeraVe Moisturizing Cream (AM & PM daily), Sunscreen: La Roche-Posay Anthelios Melt-in Milk Sunscreen SPF 60 (AM daily)"
Male,Above 18,Dry,Rosacea,Moderate Sensitivity,Contact Dermatitis,"Cleanser: CeraVe Hydrating Cleanser (AM & PM daily), Moisturizer: CeraVe Moisturizing Cream (AM & PM daily), Sunscreen: La Roche-Posay Anthelios Melt-in Milk Sunscreen SPF 60 (AM daily)"
Male,Above 18,Dry,Rosacea,Moderate Sensitivity,Eczema,"Cleanser: CeraVe Hydrating Cleanser (AM & PM daily), Moisturizer: CeraVe Moisturizing Cream (AM & PM daily), Sunscreen: La Roche-Posay Anthelios Melt-in Milk Sunscreen SPF 60 (AM daily)"
Male,Above 18,Dry,Rosacea,Moderate Sensitivity,Rosacea,"Cleanser: CeraVe Hydrating Cleanser (AM & PM daily), Moisturizer: CeraVe Moisturizing Cream (AM & PM daily), Sunscreen: La Roche-Posay Anthelios Melt-in Milk Sunscreen SPF 60 (AM daily)"
Male,Above 18,Dry,Rosacea,Moderate Sensitivity,Hives,"Cleanser: CeraVe Hydrating Cleanser (AM & PM daily), Moisturizer: CeraVe Moisturizing Cream (AM & PM daily), Sunscreen: La Roche-Posay Anthelios Melt-in Milk Sunscreen SPF 60 (AM daily)"
Male,Above 18,Dry,Blemishes,Mild Sensitivity,Contact Dermatitis,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Male,Above 18,Dry,Blemishes,Mild Sensitivity,Eczema,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Male,Above 18,Dry,Blemishes,Mild Sensitivity,Rosacea,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Male,Above 18,Dry,Blemishes,Mild Sensitivity,Hives,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Male,Above 18,Dry,Blemishes,Severe Sensitivity,Contact Dermatitis,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Male,Above 18,Dry,Blemishes,Severe Sensitivity,Eczema,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Male,Above 18,Dry,Blemishes,Severe Sensitivity,Rosacea,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Male,Above 18,Dry,Blemishes,Severe Sensitivity,Hives,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Male,Above 18,Dry,Blemishes,Moderate Sensitivity,Contact Dermatitis,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Male,Above 18,Dry,Blemishes,Moderate Sensitivity,Eczema,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Male,Above 18,Dry,Blemishes,Moderate Sensitivity,Rosacea,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Male,Above 18,Dry,Blemishes,Moderate Sensitivity,Hives,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Male,Above 18,Dry,Hyperpigmentation,Mild Sensitivity,Contact Dermatitis,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Male,Above 18,Dry,Hyperpigmentation,Mild Sensitivity,Eczema,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Male,Above 18,Dry,Hyperpigmentation,Mild Sensitivity,Rosacea,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Male,Above 18,Dry,Hyperpigmentation,Mild Sensitivity,Hives,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Male,Above 18,Dry,Hyperpigmentation,Severe Sensitivity,Contact Dermatitis,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Male,Above 18,Dry,Hyperpigmentation,Severe Sensitivity,Eczema,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Male,Above 18,Dry,Hyperpigmentation,Severe Sensitivity,Rosacea,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Male,Above 18,Dry,Hyperpigmentation,Severe Sensitivity,Hives,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Male,Above 18,Dry,Hyperpigmentation,Moderate Sensitivity,Contact Dermatitis,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Male,Above 18,Dry,Hyperpigmentation,Moderate Sensitivity,Eczema,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Male,Above 18,Dry,Hyperpigmentation,Moderate Sensitivity,Rosacea,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Male,Above 18,Dry,Hyperpigmentation,Moderate Sensitivity,Hives,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Male,Above 18,Dry,Acne Breakouts,Mild Sensitivity,Contact Dermatitis,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Male,Above 18,Dry,Acne Breakouts,Mild Sensitivity,Eczema,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Male,Above 18,Dry,Acne Breakouts,Mild Sensitivity,Rosacea,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Male,Above 18,Dry,Acne Breakouts,Mild Sensitivity,Hives,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Male,Above 18,Dry,Acne Breakouts,Severe Sensitivity,Contact Dermatitis,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Male,Above 18,Dry,Acne Breakouts,Severe Sensitivity,Eczema,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Male,Above 18,Dry,Acne Breakouts,Severe Sensitivity,Rosacea,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Male,Above 18,Dry,Acne Breakouts,Severe Sensitivity,Hives,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Male,Above 18,Dry,Acne Breakouts,Moderate Sensitivity,Contact Dermatitis,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Male,Above 18,Dry,Acne Breakouts,Moderate Sensitivity,Eczema,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Male,Above 18,Dry,Acne Breakouts,Moderate Sensitivity,Rosacea,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Male,Above 18,Dry,Acne Breakouts,Moderate Sensitivity,Hives,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Male,Above 18,Dry,Pimples,Mild Sensitivity,Contact Dermatitis,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Male,Above 18,Dry,Pimples,Mild Sensitivity,Eczema,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Male,Above 18,Dry,Pimples,Mild Sensitivity,Rosacea,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Male,Above 18,Dry,Pimples,Mild Sensitivity,Hives,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Male,Above 18,Dry,Pimples,Severe Sensitivity,Contact Dermatitis,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Male,Above 18,Dry,Pimples,Severe Sensitivity,Eczema,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Male,Above 18,Dry,Pimples,Severe Sensitivity,Rosacea,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Male,Above 18,Dry,Pimples,Severe Sensitivity,Hives,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Male,Above 18,Dry,Pimples,Moderate Sensitivity,Contact Dermatitis,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Male,Above 18,Dry,Pimples,Moderate Sensitivity,Eczema,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Male,Above 18,Dry,Pimples,Moderate Sensitivity,Rosacea,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Male,Above 18,Dry,Pimples,Moderate Sensitivity,Hives,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Male,Above 18,Dry,Blackheads,Mild Sensitivity,Contact Dermatitis,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Male,Above 18,Dry,Blackheads,Mild Sensitivity,Eczema,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Male,Above 18,Dry,Blackheads,Mild Sensitivity,Rosacea,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Male,Above 18,Dry,Blackheads,Mild Sensitivity,Hives,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Male,Above 18,Dry,Blackheads,Severe Sensitivity,Contact Dermatitis,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Male,Above 18,Dry,Blackheads,Severe Sensitivity,Eczema,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Male,Above 18,Dry,Blackheads,Severe Sensitivity,Rosacea,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Male,Above 18,Dry,Blackheads,Severe Sensitivity,Hives,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
Male,Above 18,Dry,Blackheads,Moderate Sensitivity,Contact Dermatitis,"Cleanser: Cetaphil Gentle Skin Cleanser (AM & PM daily), Moisturizer: Cetaphil Daily Hydrating Lotion with Hyaluronic Acid (AM & PM daily), Sunscreen: Neutrogena Sheer Zinc Oxide Dry-Touch Sunscreen SPF 50 (AM daily)"
